crop,crop_id,month,growth_stage,soil_moisture_pct,temperature_c,humidity_pct,rainfall_24h_mm,wind_speed_kmh,solar_radiation,eto_mm_day,kc,etc_mm_day,days_since_irrigation,moisture_threshold,irrigate
citrus,1,8,3,36.0,35.4,33.4,0.0,4.3,14.6,12.0,0.85,10.2,10,46,1
olive,0,10,4,27.0,20.2,51.2,0.0,12.1,11.5,3.19,0.7,2.23,10,32,1
citrus,1,9,3,49.1,27.3,50.4,0.0,4.5,8.8,3.96,0.85,3.36,5,46,0
wheat,2,7,0,46.7,33.8,16.4,0.0,6.2,21.3,12.0,0.4,4.8,9,30,0
citrus,1,7,3,34.4,24.3,16.7,0.0,1.6,20.1,11.26,0.85,9.57,7,46,1
wheat,2,12,0,46.8,6.6,70.7,0.0,7.5,14.3,0.58,0.4,0.23,9,30,0
citrus,1,6,3,48.1,28.7,30.2,0.0,3.8,25.0,12.0,0.85,10.2,0,46,0
citrus,1,2,0,54.8,6.3,69.8,7.6,2.9,25.0,0.94,0.7,0.66,0,40,0
olive,0,9,4,59.9,21.6,46.4,0.0,3.4,12.3,3.65,0.7,2.55,0,32,0
citrus,1,8,3,39.0,26.5,32.1,0.0,11.2,14.9,9.75,0.85,8.29,3,46,1
olive,0,3,1,25.8,20.3,65.7,0.0,4.1,25.0,4.28,0.7,3.0,14,35,1
olive,0,3,1,73.8,6.5,62.0,0.0,5.0,25.0,1.26,0.7,0.88,1,35,0
wheat,2,7,0,27.5,33.4,23.3,0.0,3.6,21.9,12.0,0.4,4.8,0,30,1
citrus,1,12,4,32.1,10.4,78.1,0.0,5.2,17.1,0.75,0.75,0.57,4,42,1
wheat,2,9,0,36.2,30.6,44.8,0.0,4.9,8.7,5.71,0.4,2.28,8,30,0
citrus,1,4,1,49.7,18.1,52.6,0.0,3.5,25.0,4.8,0.75,3.6,1,42,0
wheat,2,2,1,45.2,7.5,65.8,0.0,1.9,25.0,1.19,0.7,0.83,13,35,0
olive,0,2,0,27.8,10.2,59.8,0.0,1.9,25.0,1.86,0.65,1.21,10,30,1
wheat,2,6,4,30.7,34.7,35.7,0.0,2.4,25.0,12.0,0.5,6.0,1,25,0
olive,0,7,3,45.7,30.8,20.5,0.0,6.1,19.9,12.0,0.75,9.0,10,37,0
olive,0,2,0,31.7,11.7,76.2,6.4,4.1,25.0,1.33,0.65,0.86,11,30,0
citrus,1,10,4,59.8,21.4,47.8,0.0,1.4,10.9,2.96,0.75,2.22,1,42,0
citrus,1,9,3,22.2,22.4,37.0,0.0,1.4,10.7,3.86,0.85,3.28,11,46,1
citrus,1,6,3,67.6,29.4,29.2,0.0,3.9,25.0,12.0,0.85,10.2,0,46,0
olive,0,7,3,45.4,29.2,38.1,0.0,3.9,22.2,12.0,0.75,9.0,5,37,0
olive,0,8,3,61.7,31.8,34.4,0.0,7.3,19.4,12.0,0.75,9.0,13,37,0
olive,0,6,2,17.1,29.9,26.5,0.0,4.0,25.0,12.0,0.75,9.0,13,40,1
citrus,1,10,4,29.7,16.4,59.8,0.0,2.9,6.9,0.95,0.75,0.71,7,42,1
olive,0,5,2,61.0,21.8,46.1,0.0,4.4,25.0,7.75,0.75,5.82,7,40,0
wheat,2,4,3,35.1,23.7,65.1,0.0,3.3,25.0,5.76,1.15,6.62,5,45,1
wheat,2,3,2,27.4,17.0,71.1,0.0,2.2,25.0,2.58,1.15,2.97,13,42,1
olive,0,5,2,50.8,22.7,53.9,0.0,2.5,25.0,6.87,0.75,5.15,7,40,0
wheat,2,3,2,23.1,16.8,52.3,0.0,4.4,25.0,4.36,1.15,5.02,8,42,1
citrus,1,5,2,27.3,24.4,56.5,4.6,4.1,25.0,7.78,0.85,6.61,5,48,1
wheat,2,9,0,46.0,29.9,37.9,0.0,5.5,12.0,8.52,0.4,3.41,1,30,0
wheat,2,7,0,50.0,34.5,21.9,0.0,3.3,22.2,12.0,0.4,4.8,0,30,1
olive,0,1,0,67.3,11.9,71.4,1.6,7.9,19.6,1.38,0.65,0.89,4,30,0
citrus,1,11,4,60.0,20.3,83.3,0.0,6.4,10.8,0.94,0.75,0.7,1,42,0
wheat,2,4,3,31.3,15.1,44.7,0.0,3.6,25.0,4.28,1.15,4.93,9,45,1
wheat,2,11,0,34.7,11.9,68.3,0.0,2.7,13.7,0.97,0.4,0.39,14,30,0
olive,0,6,2,49.6,25.9,35.1,0.0,3.7,24.7,12.0,0.75,9.0,8,40,0
olive,0,3,1,35.4,16.2,66.0,0.0,7.8,25.0,3.14,0.7,2.2,6,35,0
citrus,1,1,0,48.4,17.0,80.8,0.0,15.6,22.2,1.93,0.7,1.35,11,40,1
olive,0,12,0,58.1,3.8,79.8,15.8,6.3,14.2,0.5,0.65,0.33,1,30,0
citrus,1,9,3,55.2,20.9,39.7,0.0,16.0,11.9,4.62,0.85,3.93,10,46,0
olive,0,8,3,49.9,30.3,49.5,0.0,4.2,14.5,8.41,0.75,6.31,9,37,0
citrus,1,1,0,40.2,11.3,63.6,4.3,16.0,20.2,1.94,0.7,1.36,14,40,0
wheat,2,12,0,46.5,9.4,67.8,0.0,4.8,15.3,0.88,0.4,0.35,2,30,0
wheat,2,1,1,58.1,6.8,63.4,0.0,2.8,19.3,0.93,0.7,0.65,3,35,0
citrus,1,11,4,51.3,16.2,73.1,0.0,5.0,13.0,1.23,0.75,0.92,14,42,0
olive,0,10,4,43.9,16.0,51.0,0.0,1.8,11.0,1.76,0.7,1.23,10,32,0
wheat,2,5,3,58.5,24.9,41.3,0.0,2.7,25.0,10.65,1.15,12.25,0,45,0
wheat,2,9,0,55.1,27.5,50.2,0.0,2.2,13.7,6.04,0.4,2.41,6,30,1
citrus,1,3,1,38.7,9.5,70.7,0.0,7.3,25.0,1.38,0.75,1.04,7,42,1
wheat,2,10,0,32.5,24.2,54.1,0.0,2.4,11.2,3.47,0.4,1.39,9,30,0
wheat,2,3,2,40.8,12.7,58.3,0.0,3.4,25.0,2.54,1.15,2.93,12,42,1
olive,0,11,4,30.9,12.7,69.2,0.0,3.1,10.0,0.75,0.7,0.53,13,32,1
olive,0,7,3,43.3,31.1,40.8,0.0,2.1,19.6,12.0,0.75,9.0,3,37,0
olive,0,2,0,61.7,13.0,66.6,22.8,6.0,25.0,2.2,0.65,1.43,3,30,0
olive,0,7,3,48.8,26.6,27.4,0.0,2.7,20.9,12.0,0.75,9.0,4,37,0
citrus,1,4,1,67.8,25.2,34.2,0.0,6.0,25.0,12.0,0.75,9.0,8,42,0
citrus,1,7,3,39.4,31.9,46.0,0.0,2.0,20.5,12.0,0.85,10.2,14,46,1
olive,0,6,2,10.0,27.7,40.0,0.0,2.7,25.0,12.0,0.75,9.0,10,40,1
olive,0,10,4,66.8,25.5,64.2,0.0,3.1,9.9,2.7,0.7,1.89,1,32,0
olive,0,3,1,57.6,7.0,61.6,0.0,2.4,25.0,1.28,0.7,0.9,3,35,0
wheat,2,5,3,53.4,20.1,51.0,0.0,2.4,25.0,5.84,1.15,6.72,6,45,0
olive,0,8,3,44.9,35.7,31.8,0.0,2.6,16.6,12.0,0.75,9.0,10,37,0
wheat,2,12,0,44.8,9.0,69.0,0.0,6.1,13.5,0.74,0.4,0.29,0,30,0
olive,0,5,2,30.5,25.0,55.4,0.0,3.6,25.0,8.28,0.75,6.21,2,40,1
citrus,1,1,0,26.0,15.0,74.7,0.0,5.5,19.4,1.55,0.7,1.09,9,40,1
wheat,2,4,3,48.3,21.1,59.1,0.0,3.6,25.0,5.46,1.15,6.28,1,45,0
citrus,1,8,3,32.5,27.0,33.4,0.0,5.5,13.6,8.19,0.85,6.96,13,46,1
wheat,2,3,2,40.6,11.5,55.6,0.0,4.1,25.0,2.44,1.15,2.8,2,42,1
wheat,2,5,3,49.2,13.7,41.7,0.0,10.4,25.0,4.45,1.15,5.11,2,45,0
olive,0,11,4,29.5,14.9,49.3,0.0,4.7,12.4,1.93,0.7,1.35,14,32,1
citrus,1,10,4,35.0,24.7,55.0,0.0,7.2,12.6,4.39,0.75,3.29,2,42,1
olive,0,5,2,42.7,27.0,49.4,0.0,2.0,25.0,10.76,0.75,8.07,0,40,0
olive,0,7,3,41.6,32.5,35.0,0.0,1.6,23.1,12.0,0.75,9.0,13,37,0
wheat,2,3,2,43.4,14.4,67.5,0.0,4.4,25.0,2.37,1.15,2.73,9,42,0
citrus,1,7,3,39.8,34.3,30.4,0.0,2.4,22.1,12.0,0.85,10.2,7,46,1
olive,0,10,4,56.4,22.7,55.8,0.0,2.7,14.2,3.79,0.7,2.65,1,32,0
citrus,1,2,0,48.6,10.0,64.5,0.0,6.5,25.0,1.74,0.7,1.22,12,40,0
citrus,1,12,4,65.7,8.7,60.7,0.0,6.6,18.7,1.27,0.75,0.95,0,42,1
wheat,2,5,3,10.6,26.0,38.7,0.0,7.1,25.0,12.0,1.15,13.8,9,45,1
citrus,1,3,1,23.8,17.6,63.1,0.0,3.3,25.0,3.57,0.75,2.68,10,42,1
wheat,2,2,1,28.2,16.8,66.1,0.0,5.2,25.0,3.16,0.7,2.21,1,35,1
olive,0,10,4,40.8,23.7,52.0,0.0,5.5,11.9,3.92,0.7,2.75,2,32,0
olive,0,11,4,56.5,11.3,74.2,0.0,14.7,11.4,0.76,0.7,0.53,14,32,0
olive,0,9,4,43.9,35.5,32.9,0.0,2.3,12.6,12.0,0.7,8.4,7,32,0
olive,0,9,4,28.2,30.5,29.7,0.0,4.9,9.5,7.86,0.7,5.5,9,32,1
wheat,2,5,3,22.8,19.1,51.8,0.0,13.4,25.0,6.38,1.15,7.34,9,45,0
olive,0,1,0,61.5,16.9,69.0,0.0,6.4,19.1,2.27,0.65,1.48,11,30,0
olive,0,12,0,42.3,11.3,70.7,0.0,4.1,14.9,0.94,0.65,0.61,11,30,0
olive,0,10,4,35.9,19.3,55.1,0.0,3.9,9.8,2.01,0.7,1.41,6,32,0
wheat,2,10,0,28.5,21.1,54.2,3.0,2.6,9.2,2.21,0.4,0.88,13,30,1
olive,0,4,1,44.6,24.5,59.4,0.0,13.6,25.0,8.54,0.7,5.98,4,35,0
olive,0,11,4,44.2,16.2,71.2,8.5,5.2,13.5,1.37,0.7,0.96,0,32,0
wheat,2,2,1,41.2,10.5,76.5,0.0,5.6,25.0,1.2,0.7,0.84,10,35,0
wheat,2,7,0,47.7,26.3,33.2,0.0,4.7,25.0,12.0,0.4,4.8,2,30,0
wheat,2,7,0,30.4,22.8,23.8,0.0,6.6,22.4,11.12,0.4,4.45,13,30,0
citrus,1,6,3,23.2,28.6,35.1,0.0,10.0,25.0,12.0,0.85,10.2,14,46,1
wheat,2,10,0,27.5,18.0,47.1,0.0,9.3,7.8,1.85,0.4,0.74,10,30,0
olive,0,8,3,56.4,29.3,28.2,0.0,3.0,15.0,11.19,0.75,8.39,10,37,0
wheat,2,11,0,45.6,17.8,56.0,0.0,12.6,12.3,2.5,0.4,1.0,2,30,0
citrus,1,2,0,60.2,8.8,78.4,0.0,5.3,25.0,0.91,0.7,0.64,1,40,0
olive,0,9,4,25.2,25.9,28.4,0.0,8.1,9.2,5.71,0.7,4.0,13,32,1
citrus,1,7,3,28.6,29.7,34.0,0.0,4.0,23.9,12.0,0.85,10.2,1,46,1
wheat,2,9,0,39.9,14.5,41.2,0.0,2.4,12.2,2.06,0.4,0.82,8,30,0
citrus,1,5,2,50.2,25.5,57.7,0.0,6.7,25.0,8.68,0.85,7.38,3,48,0
citrus,1,4,1,26.6,21.4,70.2,0.0,5.5,25.0,4.22,0.75,3.16,2,42,1
citrus,1,2,0,78.2,14.6,64.2,5.3,10.8,25.0,2.99,0.7,2.09,9,40,0
citrus,1,1,0,49.7,14.7,75.5,0.0,4.7,22.9,1.7,0.7,1.19,14,40,0
wheat,2,7,0,26.2,34.8,34.4,0.0,3.7,22.7,12.0,0.4,4.8,10,30,1
wheat,2,9,0,41.8,34.3,42.5,0.0,2.1,12.2,10.58,0.4,4.23,9,30,0
wheat,2,3,2,49.3,18.1,69.3,0.0,3.5,25.0,3.13,1.15,3.6,9,42,0
olive,0,7,3,14.8,27.4,28.4,0.0,2.1,20.1,12.0,0.75,9.0,13,37,1
olive,0,11,4,45.1,19.2,88.8,0.0,6.2,13.5,0.71,0.7,0.49,13,32,0
olive,0,3,1,44.2,11.7,59.1,0.0,4.0,25.0,2.29,0.7,1.6,8,35,0
citrus,1,11,4,55.1,14.8,65.8,0.0,2.5,10.5,1.05,0.75,0.79,14,42,0
olive,0,7,3,39.4,31.3,26.7,0.0,1.5,23.5,12.0,0.75,9.0,2,37,0
citrus,1,4,1,38.5,21.1,53.8,0.0,6.8,25.0,6.5,0.75,4.87,3,42,1
wheat,2,4,3,66.6,17.4,61.2,14.1,7.4,25.0,3.98,1.15,4.57,4,45,0
wheat,2,1,1,40.5,8.1,78.4,10.4,6.7,19.7,0.68,0.7,0.48,14,35,0
wheat,2,3,2,49.8,16.7,52.5,14.6,3.2,25.0,4.23,1.15,4.87,3,42,0
wheat,2,8,0,33.4,35.0,35.6,0.0,6.4,18.0,12.0,0.4,4.8,13,30,0
citrus,1,10,4,67.2,19.2,56.4,0.0,2.2,11.4,2.18,0.75,1.64,2,42,0
citrus,1,3,1,63.4,21.3,77.7,6.9,4.6,25.0,3.07,0.75,2.31,7,42,0
olive,0,5,2,48.4,18.6,54.0,0.0,4.0,25.0,4.95,0.75,3.71,3,40,0
wheat,2,10,0,51.8,18.8,49.7,0.0,1.9,8.2,1.73,0.4,0.69,4,30,0
olive,0,7,3,23.3,28.9,39.0,0.0,6.0,20.6,12.0,0.75,9.0,11,37,1
citrus,1,8,3,33.0,30.9,30.9,0.0,4.3,18.1,12.0,0.85,10.2,5,46,1
citrus,1,3,1,80.0,12.9,63.6,0.0,1.8,25.0,2.19,0.75,1.65,1,42,0
citrus,1,10,4,43.2,23.0,42.3,0.0,2.0,7.0,2.46,0.75,1.85,6,42,0
citrus,1,8,3,33.7,33.9,43.8,0.0,5.9,18.8,12.0,0.85,10.2,5,46,1
olive,0,4,1,54.8,24.4,84.3,0.0,11.1,25.0,3.15,0.7,2.2,9,35,0
citrus,1,6,3,30.4,33.3,38.8,0.0,4.7,23.5,12.0,0.85,10.2,11,46,1
wheat,2,4,3,23.7,20.7,61.7,7.8,4.7,25.0,5.01,1.15,5.76,12,45,1
citrus,1,2,0,49.5,16.8,69.4,0.0,8.5,25.0,3.01,0.7,2.11,13,40,0
olive,0,3,1,53.0,21.9,50.3,0.0,1.4,25.0,6.76,0.7,4.73,13,35,0
wheat,2,6,4,40.0,26.7,46.0,0.0,2.3,25.0,11.24,0.5,5.62,12,25,0
olive,0,8,3,38.2,26.0,43.4,0.0,5.1,16.7,7.86,0.75,5.89,7,37,0
olive,0,4,1,56.4,14.5,39.7,17.0,1.8,25.0,4.26,0.7,2.98,10,35,0
citrus,1,2,0,49.6,11.8,62.9,0.0,5.1,25.0,2.13,0.7,1.49,11,40,0
citrus,1,2,0,49.1,15.7,78.9,0.0,10.6,25.0,1.95,0.7,1.36,12,40,0
olive,0,4,1,40.4,19.9,60.0,0.0,3.0,25.0,4.73,0.7,3.31,8,35,0
olive,0,6,2,72.7,25.0,44.4,15.0,13.2,25.0,12.0,0.75,9.0,0,40,0
wheat,2,9,0,35.6,32.9,31.5,0.0,4.7,12.6,12.0,0.4,4.8,9,30,0
wheat,2,10,0,31.0,22.7,49.8,0.0,5.0,10.0,3.14,0.4,1.25,7,30,0
wheat,2,3,2,58.8,10.9,68.2,0.0,4.1,25.0,1.64,1.15,1.88,13,42,1
olive,0,2,0,51.0,12.0,75.3,0.0,6.0,25.0,1.47,0.65,0.96,13,30,0
citrus,1,9,3,40.8,18.6,41.2,0.0,7.2,8.9,2.38,0.85,2.03,9,46,1
olive,0,5,2,37.6,22.4,52.4,0.0,4.3,25.0,7.21,0.75,5.41,12,40,0
wheat,2,1,1,14.2,5.2,77.6,0.0,3.8,22.7,0.57,0.7,0.4,14,35,1
citrus,1,3,1,50.7,17.9,60.2,0.0,4.5,25.0,4.05,0.75,3.04,10,42,0
wheat,2,1,1,33.9,7.1,86.9,0.0,3.1,25.0,0.5,0.7,0.35,6,35,0
citrus,1,4,1,43.1,15.8,51.5,0.0,7.6,25.0,4.29,0.75,3.22,12,42,0
olive,0,4,1,76.6,22.5,69.6,0.0,6.5,25.0,4.82,0.7,3.37,3,35,0
citrus,1,3,1,50.6,17.1,52.7,0.0,2.1,25.0,4.25,0.75,3.19,10,42,0
wheat,2,11,0,43.9,10.9,78.3,0.0,12.0,11.6,0.6,0.4,0.24,0,30,0
olive,0,8,3,48.2,33.2,35.5,0.0,6.0,15.7,12.0,0.75,9.0,8,37,0
wheat,2,5,3,26.0,28.0,42.7,2.0,3.7,25.0,12.0,1.15,13.8,11,45,1
olive,0,4,1,62.3,19.2,54.7,0.0,3.9,25.0,5.15,0.7,3.61,6,35,0
citrus,1,3,1,33.4,19.8,66.7,12.2,7.7,25.0,4.25,0.75,3.19,3,42,0
citrus,1,9,3,46.0,23.8,41.7,0.0,1.5,12.9,4.83,0.85,4.1,11,46,1
olive,0,2,0,49.1,7.9,79.1,0.0,5.8,25.0,0.82,0.65,0.53,0,30,0
citrus,1,8,3,43.3,34.7,45.5,0.0,1.8,17.3,12.0,0.85,10.2,8,46,1
wheat,2,2,1,46.8,16.1,75.1,5.3,3.7,25.0,2.12,0.7,1.49,1,35,0
citrus,1,5,2,35.9,18.0,34.7,0.0,6.6,25.0,6.99,0.85,5.94,9,48,1
wheat,2,9,0,49.9,30.9,32.4,0.0,4.6,12.2,10.03,0.4,4.01,4,30,0
olive,0,5,2,59.3,20.2,49.5,0.0,2.2,25.0,6.07,0.75,4.55,7,40,0
wheat,2,2,1,57.6,7.8,58.1,2.7,3.4,25.0,1.54,0.7,1.08,7,35,0
olive,0,9,4,80.0,26.1,43.8,21.7,3.3,11.8,5.34,0.7,3.74,8,32,0
olive,0,8,3,41.5,31.7,31.7,0.0,2.9,16.8,12.0,0.75,9.0,9,37,0
olive,0,9,4,39.2,19.3,41.9,0.0,9.5,11.1,3.23,0.7,2.26,0,32,0
wheat,2,9,0,64.7,27.3,41.4,0.0,3.9,11.2,5.89,0.4,2.36,5,30,0
wheat,2,3,2,41.4,13.4,57.4,0.0,4.3,25.0,2.81,1.15,3.24,6,42,1
wheat,2,2,1,31.4,13.1,49.5,5.4,6.9,24.1,3.29,0.7,2.3,11,35,1
citrus,1,3,1,59.6,18.0,67.7,2.6,4.4,25.0,3.32,0.75,2.49,4,42,0
citrus,1,7,3,67.6,36.5,36.6,0.0,6.8,25.0,12.0,0.85,10.2,7,46,0
olive,0,6,2,50.7,27.4,27.4,0.0,3.1,25.0,12.0,0.75,9.0,12,40,0
olive,0,2,0,47.1,9.0,70.5,0.0,8.2,25.0,1.35,0.65,0.88,14,30,1
wheat,2,6,4,52.2,29.6,31.7,0.0,5.8,25.0,12.0,0.5,6.0,1,25,0
wheat,2,2,1,54.8,14.6,82.5,12.8,5.9,24.8,1.32,0.7,0.93,4,35,1
citrus,1,12,4,48.8,9.5,67.0,0.0,3.1,14.2,0.83,0.75,0.62,3,42,0
olive,0,3,1,43.1,15.7,69.5,0.0,5.0,25.0,2.55,0.7,1.78,14,35,0
wheat,2,12,0,50.5,13.7,77.4,3.5,7.1,17.5,1.14,0.4,0.46,10,30,0
wheat,2,7,0,52.3,27.8,20.7,0.0,7.5,21.0,12.0,0.4,4.8,3,30,0
olive,0,4,1,54.1,18.7,56.7,0.0,1.2,25.0,4.46,0.7,3.12,9,35,0
olive,0,5,2,45.4,20.0,33.4,1.1,2.0,25.0,7.79,0.75,5.84,0,40,0
citrus,1,12,4,41.8,13.7,73.4,0.0,11.7,16.6,1.37,0.75,1.03,10,42,1
olive,0,4,1,35.3,17.6,58.1,0.0,7.5,25.0,4.37,0.7,3.06,10,35,0
wheat,2,10,0,24.0,18.3,70.4,4.8,2.0,8.6,1.02,0.4,0.41,13,30,1
olive,0,10,4,35.8,18.2,65.0,0.0,1.7,5.0,0.7,0.7,0.49,10,32,0
citrus,1,9,3,32.6,24.1,45.5,0.0,1.9,12.8,4.67,0.85,3.97,11,46,1
citrus,1,2,0,50.4,10.3,64.0,0.0,8.5,25.0,1.89,0.7,1.33,9,40,0
wheat,2,4,3,47.5,22.8,50.8,8.5,2.0,25.0,7.35,1.15,8.45,10,45,0
wheat,2,7,0,31.4,29.0,23.7,0.0,11.2,23.0,12.0,0.4,4.8,11,30,0
wheat,2,3,2,43.4,12.3,61.3,0.0,4.6,25.0,2.31,1.15,2.66,7,42,0
citrus,1,3,1,59.9,15.6,72.1,12.4,2.7,25.0,2.21,0.75,1.66,8,42,0
olive,0,6,2,49.6,35.4,28.1,8.6,4.1,25.0,12.0,0.75,9.0,2,40,0
wheat,2,1,1,36.6,9.7,78.6,0.0,12.1,22.5,1.01,0.7,0.71,6,35,0
citrus,1,8,3,40.0,25.6,42.0,5.0,5.8,15.3,7.16,0.85,6.08,10,46,1
citrus,1,9,3,63.8,26.2,36.1,0.0,3.3,14.0,7.24,0.85,6.15,6,46,0
olive,0,6,2,47.0,32.0,22.7,0.0,6.5,25.0,12.0,0.75,9.0,5,40,0
olive,0,1,0,46.6,11.5,82.4,0.0,12.5,24.3,1.08,0.65,0.7,2,30,0
wheat,2,11,0,54.4,13.7,82.1,0.0,4.8,12.2,0.6,0.4,0.24,5,30,0
olive,0,7,3,27.2,25.8,22.6,0.0,7.3,23.1,12.0,0.75,9.0,9,37,1
citrus,1,2,0,51.3,11.0,73.4,0.0,3.6,23.7,1.31,0.7,0.92,7,40,1
olive,0,3,1,43.9,19.6,76.6,0.0,5.2,25.0,2.8,0.7,1.96,4,35,0
citrus,1,1,0,64.6,11.6,70.6,0.0,6.6,22.7,1.54,0.7,1.08,1,40,0
wheat,2,10,0,64.3,21.3,48.6,32.4,3.5,5.0,1.39,0.4,0.55,7,30,0
citrus,1,9,3,33.9,23.0,44.7,0.0,4.6,10.2,3.6,0.85,3.06,14,46,1
citrus,1,2,0,64.4,23.7,61.6,0.0,3.1,24.1,6.08,0.7,4.26,8,40,0
olive,0,11,4,41.6,14.8,74.0,0.0,8.0,10.4,0.88,0.7,0.61,2,32,0
olive,0,6,2,35.8,23.5,26.4,0.0,6.1,25.0,12.0,0.75,9.0,5,40,1
olive,0,8,3,27.7,33.0,29.4,0.0,3.5,20.6,12.0,0.75,9.0,1,37,1
olive,0,12,0,42.4,14.1,78.1,0.0,3.7,15.1,0.93,0.65,0.61,3,30,0
wheat,2,3,2,37.3,16.6,72.9,0.0,4.8,25.0,2.46,1.15,2.83,12,42,1
wheat,2,6,4,57.9,27.9,47.9,0.0,1.8,25.0,11.82,0.5,5.91,7,25,0
olive,0,1,0,27.4,15.4,50.6,16.3,4.6,17.7,2.83,0.65,1.84,14,30,0
olive,0,5,2,40.9,23.5,34.0,0.0,2.0,25.0,10.49,0.75,7.87,7,40,0
citrus,1,6,3,38.8,29.7,46.6,0.0,2.2,25.0,12.0,0.85,10.2,0,46,1
citrus,1,4,1,46.2,6.1,58.3,0.0,3.4,25.0,1.28,0.75,0.96,8,42,0
wheat,2,4,3,38.1,15.9,50.2,0.0,2.0,25.0,4.01,1.15,4.62,13,45,1
wheat,2,8,0,29.3,27.4,28.5,0.0,7.0,13.4,9.24,0.4,3.7,7,30,1
olive,0,1,0,54.8,11.8,63.2,0.0,3.7,22.0,1.82,0.65,1.18,7,30,0
citrus,1,4,1,63.4,32.5,59.4,0.0,4.3,25.0,12.0,0.75,9.0,8,42,0
olive,0,8,3,61.4,35.3,30.0,0.0,5.2,14.5,12.0,0.75,9.0,5,37,1
citrus,1,7,3,27.9,33.5,28.5,0.0,5.3,19.6,12.0,0.85,10.2,13,46,1
citrus,1,3,1,43.7,8.2,51.5,16.2,4.4,25.0,1.9,0.75,1.42,5,42,0
olive,0,10,4,73.0,27.6,61.6,0.0,3.0,7.5,2.6,0.7,1.82,10,32,0
wheat,2,12,0,53.6,10.6,72.8,16.9,1.8,16.5,0.86,0.4,0.34,2,30,0
citrus,1,1,0,46.8,7.5,81.3,0.0,3.3,23.4,0.63,0.7,0.44,4,40,0
citrus,1,1,0,66.1,9.5,82.0,2.2,11.1,22.3,0.81,0.7,0.57,5,40,0
citrus,1,3,1,53.2,17.9,89.6,1.8,9.5,25.0,1.15,0.75,0.86,0,42,0
wheat,2,6,4,35.6,27.8,35.0,0.0,2.4,25.0,12.0,0.5,6.0,1,25,0
olive,0,3,1,53.7,18.3,58.4,0.0,2.0,25.0,4.19,0.7,2.94,12,35,0
olive,0,3,1,61.7,14.3,59.7,0.0,3.3,25.0,2.86,0.7,2.0,13,35,0
wheat,2,8,0,34.8,29.4,35.5,0.0,2.2,18.8,12.0,0.4,4.8,0,30,0
citrus,1,11,4,71.0,11.9,67.1,31.2,8.4,9.4,0.77,0.75,0.58,5,42,0
wheat,2,12,0,55.5,13.4,57.7,16.7,6.6,18.7,2.2,0.4,0.88,1,30,0
olive,0,1,0,46.9,7.7,62.8,0.0,6.7,18.7,1.08,0.65,0.7,11,30,0
citrus,1,10,4,66.5,16.4,59.5,26.5,10.2,9.4,1.49,0.75,1.12,9,42,0
citrus,1,1,0,45.0,6.5,78.5,4.2,3.2,21.4,0.59,0.7,0.41,13,40,0
citrus,1,7,3,71.9,32.4,29.8,0.0,3.9,20.8,12.0,0.85,10.2,0,46,0
olive,0,10,4,80.0,19.1,56.5,0.0,5.9,9.8,1.97,0.7,1.38,14,32,0
citrus,1,11,4,45.7,18.8,63.3,0.0,7.8,9.5,1.64,0.75,1.23,8,42,0
olive,0,5,2,27.8,18.7,42.7,0.0,5.8,25.0,6.4,0.75,4.8,10,40,1
olive,0,12,0,44.1,12.6,63.5,8.0,3.7,18.6,1.65,0.65,1.07,9,30,0
citrus,1,2,0,72.9,15.8,65.0,0.0,11.9,25.0,3.33,0.7,2.33,0,40,0
wheat,2,4,3,55.8,16.4,65.7,0.0,4.1,25.0,3.03,1.15,3.48,12,45,0
olive,0,9,4,45.4,27.9,45.0,0.0,3.4,9.7,4.97,0.7,3.48,4,32,0
citrus,1,6,3,35.5,33.6,35.1,0.0,7.0,25.0,12.0,0.85,10.2,5,46,1
wheat,2,3,2,56.4,12.0,61.2,1.8,2.2,25.0,2.17,1.15,2.49,3,42,0
citrus,1,11,4,42.6,12.2,69.3,0.0,3.6,12.4,0.88,0.75,0.66,5,42,0
citrus,1,6,3,67.4,25.0,32.8,0.0,9.2,25.0,12.0,0.85,10.2,2,46,0
wheat,2,11,0,32.8,11.6,55.1,0.0,9.7,8.4,0.92,0.4,0.37,8,30,0
wheat,2,4,3,48.0,20.5,57.9,0.0,8.1,25.0,5.73,1.15,6.59,4,45,0
olive,0,2,0,42.6,14.1,71.5,0.0,2.1,24.9,1.93,0.65,1.26,8,30,0
citrus,1,12,4,67.9,10.4,68.5,0.0,2.8,16.9,1.02,0.75,0.76,2,42,0
citrus,1,3,1,52.7,12.2,57.9,0.0,4.1,25.0,2.49,0.75,1.86,7,42,0
citrus,1,8,3,44.0,30.4,31.1,0.0,4.9,17.3,12.0,0.85,10.2,12,46,1
citrus,1,6,3,39.1,30.3,38.3,0.0,5.5,25.0,12.0,0.85,10.2,13,46,1
citrus,1,7,3,43.6,29.6,15.0,0.0,5.5,20.1,12.0,0.85,10.2,10,46,1
wheat,2,6,4,35.3,28.8,38.3,0.0,4.5,25.0,12.0,0.5,6.0,5,25,0
olive,0,1,0,58.9,5.2,69.8,0.0,2.4,21.7,0.72,0.65,0.47,3,30,0
wheat,2,10,0,58.8,22.8,51.2,0.0,7.6,7.9,2.53,0.4,1.01,0,30,0
citrus,1,6,3,43.7,27.4,27.9,0.0,3.4,25.0,12.0,0.85,10.2,9,46,1
